specimen,length,structure_weight,haul,date_collected,latitude,longitude,region,read_age,test_age,final_age,run_number,scan_name,comments,unscannable,percent_affected,other_problem,crystallized,broken,side,timestamp,file_name,session_title
425963,47,0.0007,30,7/11/21,55.12563,-159.8416,Shumagins,,,,1,JJ202101202_425963_OA1,,0,0,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425963_OA1.0,NIR_JJ202101202
425965,45,0.0007,30,7/11/21,55.12563,-159.8416,Shumagins,0,0,0,2,JJ202101202_425965_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425965_OA1_rescan1.0,NIR_JJ202101202_rescan1
425965,45,0.0007,30,7/11/21,55.12563,-159.8416,Shumagins,,,,1,JJ202101202_425965_OA1,,0,0,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425965_OA1.0,NIR_JJ202101202
425966,49,0.0012,30,7/11/21,55.12563,-159.8416,Shumagins,0,0,0,2,JJ202101202_425966_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425966_OA1_rescan1.0,NIR_JJ202101202_rescan1
425966,49,0.0012,30,7/11/21,55.12563,-159.8416,Shumagins,,,,1,JJ202101202_425966_OA1,dried tissue,0,75,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_425966_OA1.0,NIR_JJ202101202
425967,43,0.0009,30,7/11/21,55.12563,-159.8416,Shumagins,0,0,0,2,JJ202101202_425967_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425967_OA1_rescan1.0,NIR_JJ202101202_rescan1
425967,43,0.0009,30,7/11/21,55.12563,-159.8416,Shumagins,,,,1,JJ202101202_425967_OA1,,0,0,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425967_OA1.0,NIR_JJ202101202
425968,42,0.0006,30,7/11/21,55.12563,-159.8416,Shumagins,0,0,0,2,JJ202101202_425968_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425968_OA1_rescan1.0,NIR_JJ202101202_rescan1
425968,42,0.0006,30,7/11/21,55.12563,-159.8416,Shumagins,,,,1,JJ202101202_425968_OA1,,0,0,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425968_OA1.0,NIR_JJ202101202
425971,51,0.0009,35,7/13/21,55.15346,-159.9935,Shumagins,0,0,0,2,JJ202101202_425971_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425971_OA1_rescan1.0,NIR_JJ202101202_rescan1
425971,51,0.0009,35,7/13/21,55.15346,-159.9935,Shumagins,,,,1,JJ202101202_425971_OA1,,0,0,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_425971_OA1.0,NIR_JJ202101202
425972,47,0.0008,35,7/13/21,55.15346,-159.9935,Shumagins,0,0,0,2,JJ202101202_425972_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425972_OA1_rescan1.0,NIR_JJ202101202_rescan1
425972,47,0.0008,35,7/13/21,55.15346,-159.9935,Shumagins,,,,1,JJ202101202_425972_OA1,,0,0,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425972_OA1.0,NIR_JJ202101202
425973,51,0.0012,35,7/13/21,55.15346,-159.9935,Shumagins,0,0,0,2,JJ202101202_425973_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425973_OA1_rescan1.0,NIR_JJ202101202_rescan1
425973,51,0.0012,35,7/13/21,55.15346,-159.9935,Shumagins,,,,1,JJ202101202_425973_OA1,,0,0,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_425973_OA1.0,NIR_JJ202101202
425975,46,0.0007,35,7/13/21,55.15346,-159.9935,Shumagins,0,0,0,2,JJ202101202_425975_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425975_OA1_rescan1.0,NIR_JJ202101202_rescan1
425975,46,0.0007,35,7/13/21,55.15346,-159.9935,Shumagins,,,,1,JJ202101202_425975_OA1,dried tissue,0,5,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425975_OA1.0,NIR_JJ202101202
425976,41,0.0004,35,7/13/21,55.15346,-159.9935,Shumagins,0,0,0,2,JJ202101202_425976_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425976_OA1_rescan1.0,NIR_JJ202101202_rescan1
425976,41,0.0004,35,7/13/21,55.15346,-159.9935,Shumagins,,,,1,JJ202101202_425976_OA1,dried tissue,0,15,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425976_OA1.0,NIR_JJ202101202
425977,40,0.0007,35,7/13/21,55.15346,-159.9935,Shumagins,0,0,0,2,JJ202101202_425977_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425977_OA1_rescan1.0,NIR_JJ202101202_rescan1
425977,40,0.0007,35,7/13/21,55.15346,-159.9935,Shumagins,,,,1,JJ202101202_425977_OA1,dried tissue,0,75,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_425977_OA1.0,NIR_JJ202101202
425978,42,0.0006,35,7/13/21,55.15346,-159.9935,Shumagins,0,0,0,2,JJ202101202_425978_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425978_OA1_rescan1.0,NIR_JJ202101202_rescan1
425978,42,0.0006,35,7/13/21,55.15346,-159.9935,Shumagins,,,,1,JJ202101202_425978_OA1,dried tissue,0,85,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425978_OA1.0,NIR_JJ202101202
425989,37,0.0006,34,7/13/21,55.11264,-159.9882,Shumagins,0,0,0,2,JJ202101202_425989_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425989_OA1_rescan1.0,NIR_JJ202101202_rescan1
425989,37,0.0006,34,7/13/21,55.11264,-159.9882,Shumagins,,,,1,JJ202101202_425989_OA1,dried tissue,0,45,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425989_OA1.0,NIR_JJ202101202
425990,37,0.0004,34,7/13/21,55.11264,-159.9882,Shumagins,0,0,0,2,JJ202101202_425990_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425990_OA1_rescan1.0,NIR_JJ202101202_rescan1
425990,37,0.0004,34,7/13/21,55.11264,-159.9882,Shumagins,,,,1,JJ202101202_425990_OA1,dried tissue,0,60,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425990_OA1.0,NIR_JJ202101202
425991,35,0.0005,34,7/13/21,55.11264,-159.9882,Shumagins,0,0,0,2,JJ202101202_425991_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425991_OA1_rescan1.0,NIR_JJ202101202_rescan1
425991,35,0.0005,34,7/13/21,55.11264,-159.9882,Shumagins,,,,1,JJ202101202_425991_OA1,dried tissue,0,45,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_425991_OA1.0,NIR_JJ202101202
425995,50,0.0013,36,7/14/21,55.3373,-160.3372,Shumagins,0,0,0,2,JJ202101202_425995_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425995_OA1_rescan1.0,NIR_JJ202101202_rescan1
425995,50,0.0013,36,7/14/21,55.3373,-160.3372,Shumagins,,,,1,JJ202101202_425995_OA1,dried tissue,0,30,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425995_OA1.0,NIR_JJ202101202
425997,53,0.0013,36,7/14/21,55.3373,-160.3372,Shumagins,0,0,0,2,JJ202101202_425997_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425997_OA1_rescan1.0,NIR_JJ202101202_rescan1
425997,53,0.0013,36,7/14/21,55.3373,-160.3372,Shumagins,,,,1,JJ202101202_425997_OA1,dried tissue,0,5,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_425997_OA1.0,NIR_JJ202101202
425998,54,0.0013,36,7/14/21,55.3373,-160.3372,Shumagins,0,0,0,2,JJ202101202_425998_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425998_OA1_rescan1.0,NIR_JJ202101202_rescan1
425998,54,0.0013,36,7/14/21,55.3373,-160.3372,Shumagins,,,,1,JJ202101202_425998_OA1,dried tissue,0,5,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_425998_OA1.0,NIR_JJ202101202
425999,45,0.0008,36,7/14/21,55.3373,-160.3372,Shumagins,0,0,0,2,JJ202101202_425999_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_425999_OA1_rescan1.0,NIR_JJ202101202_rescan1
425999,45,0.0008,36,7/14/21,55.3373,-160.3372,Shumagins,,,,1,JJ202101202_425999_OA1,dried tissue,0,15,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_425999_OA1.0,NIR_JJ202101202
426000,40,0.0006,36,7/14/21,55.3373,-160.3372,Shumagins,0,0,0,2,JJ202101202_426000_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426000_OA1_rescan1.0,NIR_JJ202101202_rescan1
426000,40,0.0006,36,7/14/21,55.3373,-160.3372,Shumagins,,,,1,JJ202101202_426000_OA1,,0,0,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_426000_OA1.0,NIR_JJ202101202
426001,38,0.0004,36,7/14/21,55.3373,-160.3372,Shumagins,,,,1,JJ202101202_426001_OA1,dried tissue,0,50,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_426001_OA1.0,NIR_JJ202101202
426007,56,0.0016,36,7/14/21,55.3373,-160.3372,Shumagins,0,0,0,2,JJ202101202_426007_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426007_OA1_rescan1.0,NIR_JJ202101202_rescan1
426007,56,0.0016,36,7/14/21,55.3373,-160.3372,Shumagins,,,,1,JJ202101202_426007_OA1,dried tissue,0,35,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_426007_OA1.0,NIR_JJ202101202
426010,36,0.0004,36,7/14/21,55.3373,-160.3372,Shumagins,0,0,0,2,JJ202101202_426010_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426010_OA1_rescan1.0,NIR_JJ202101202_rescan1
426010,36,0.0004,36,7/14/21,55.3373,-160.3372,Shumagins,,,,1,JJ202101202_426010_OA1,dried tissue,0,75,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_426010_OA1.0,NIR_JJ202101202
426011,41,0.0005,36,7/14/21,55.3373,-160.3372,Shumagins,0,0,0,2,JJ202101202_426011_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426011_OA1_rescan1.0,NIR_JJ202101202_rescan1
426011,41,0.0005,36,7/14/21,55.3373,-160.3372,Shumagins,,,,1,JJ202101202_426011_OA1,,0,0,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_426011_OA1.0,NIR_JJ202101202
426013,35,0.0003,36,7/14/21,55.3373,-160.3372,Shumagins,0,0,0,2,JJ202101202_426013_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426013_OA1_rescan1.0,NIR_JJ202101202_rescan1
426013,35,0.0003,36,7/14/21,55.3373,-160.3372,Shumagins,,,,1,JJ202101202_426013_OA1,dried tissue,0,50,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_426013_OA1.0,NIR_JJ202101202
426014,43,0.0009,36,7/14/21,55.3373,-160.3372,Shumagins,0,0,0,2,JJ202101202_426014_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426014_OA1_rescan1.0,NIR_JJ202101202_rescan1
426014,43,0.0009,36,7/14/21,55.3373,-160.3372,Shumagins,,,,1,JJ202101202_426014_OA1,dried tissue,0,15,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_426014_OA1.0,NIR_JJ202101202
426016,41,0.0007,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426016_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426016_OA1_rescan1.0,NIR_JJ202101202_rescan1
426016,41,0.0007,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426016_OA1,dried tissue,0,20,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_426016_OA1.0,NIR_JJ202101202
426017,43,0.0007,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426017_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426017_OA1_rescan1.0,NIR_JJ202101202_rescan1
426017,43,0.0007,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426017_OA1,,0,0,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_426017_OA1.0,NIR_JJ202101202
426018,55,0.0013,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426018_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426018_OA1_rescan1.0,NIR_JJ202101202_rescan1
426018,55,0.0013,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426018_OA1,dried tissue,0,25,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_426018_OA1.0,NIR_JJ202101202
426019,48,0.001,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426019_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426019_OA1_rescan1.0,NIR_JJ202101202_rescan1
426019,48,0.001,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426019_OA1,,0,0,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_426019_OA1.0,NIR_JJ202101202
426021,55,0.0011,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426021_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426021_OA1_rescan1.0,NIR_JJ202101202_rescan1
426021,55,0.0011,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426021_OA1,dried tissue,0,40,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_426021_OA1.0,NIR_JJ202101202
426022,54,0.0013,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426022_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426022_OA1_rescan1.0,NIR_JJ202101202_rescan1
426022,54,0.0013,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426022_OA1,dried tissue,0,20,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_426022_OA1.0,NIR_JJ202101202
426023,38,0.0009,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426023_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426023_OA1_rescan1.0,NIR_JJ202101202_rescan1
426023,38,0.0009,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426023_OA1,dried tissue,0,35,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_426023_OA1.0,NIR_JJ202101202
426025,50,0.0014,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426025_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426025_OA1_rescan1.0,NIR_JJ202101202_rescan1
426025,50,0.0014,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426025_OA1,,0,0,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_426025_OA1.0,NIR_JJ202101202
426028,63,0.0018,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426028_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426028_OA1_rescan1.0,NIR_JJ202101202_rescan1
426028,63,0.0018,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426028_OA1,dried tissue,0,5,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_426028_OA1.0,NIR_JJ202101202
426029,54,0.0016,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426029_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426029_OA1_rescan1.0,NIR_JJ202101202_rescan1
426029,54,0.0016,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426029_OA1,,0,0,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_426029_OA1.0,NIR_JJ202101202
426030,57,0.0014,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426030_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426030_OA1_rescan1.0,NIR_JJ202101202_rescan1
426030,57,0.0014,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426030_OA1,,0,0,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_426030_OA1.0,NIR_JJ202101202
426031,46,0.0009,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426031_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426031_OA1_rescan1.0,NIR_JJ202101202_rescan1
426031,46,0.0009,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426031_OA1,,0,20,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_426031_OA1.0,NIR_JJ202101202
426033,60,0.0017,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426033_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426033_OA1_rescan1.0,NIR_JJ202101202_rescan1
426033,60,0.0017,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426033_OA1,dried tissue,0,10,0,0,0,R,4-Dec-23,PACIFIC_COD_JJ202101202_426033_OA1.0,NIR_JJ202101202
426034,39,0.0006,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426034_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426034_OA1_rescan1.0,NIR_JJ202101202_rescan1
426034,39,0.0006,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426034_OA1,dried tissue,0,25,0,0,0,L,4-Dec-23,PACIFIC_COD_JJ202101202_426034_OA1.0,NIR_JJ202101202
426040,41,0.0005,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426040_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426040_OA1_rescan1.0,NIR_JJ202101202_rescan1
426040,41,0.0005,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426040_OA1,dried tissue,0,80,0,0,0,R,5-Dec-23,PACIFIC_COD_JJ202101202_426040_OA1.0,NIR_JJ202101202
426044,35,0.0003,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426044_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426044_OA1_rescan1.0,NIR_JJ202101202_rescan1
426044,35,0.0003,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426044_OA1,dried tissue,0,75,0,0,0,R,5-Dec-23,PACIFIC_COD_JJ202101202_426044_OA1.0,NIR_JJ202101202
426045,34,0.0015,37,7/15/21,55.14843,-162.1107,King Cove,0,0,0,2,JJ202101202_426045_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426045_OA1_rescan1.0,NIR_JJ202101202_rescan1
426045,34,0.0015,37,7/15/21,55.14843,-162.1107,King Cove,,,,1,JJ202101202_426045_OA1,dried tissue,0,2,0,0,0,R,5-Dec-23,PACIFIC_COD_JJ202101202_426045_OA1.0,NIR_JJ202101202
426046,52,0.0015,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426046_OA1,,0,0,0,0,0,L,5-Dec-23,PACIFIC_COD_JJ202101202_426046_OA1.0,NIR_JJ202101202
426047,51,0.0014,38,7/15/21,55.15997,-162.0929,King Cove,0,0,0,2,JJ202101202_426047_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426047_OA1_rescan1.0,NIR_JJ202101202_rescan1
426047,51,0.0014,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426047_OA1,,0,0,0,0,0,R,5-Dec-23,PACIFIC_COD_JJ202101202_426047_OA1.0,NIR_JJ202101202
426048,43,0.001,38,7/15/21,55.15997,-162.0929,King Cove,0,0,0,2,JJ202101202_426048_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426048_OA1_rescan1.0,NIR_JJ202101202_rescan1
426048,43,0.001,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426048_OA1,dried tissue,0,70,0,0,0,L,5-Dec-23,PACIFIC_COD_JJ202101202_426048_OA1.0,NIR_JJ202101202
426049,44,0.0009,38,7/15/21,55.15997,-162.0929,King Cove,0,0,0,2,JJ202101202_426049_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426049_OA1_rescan1.0,NIR_JJ202101202_rescan1
426049,44,0.0009,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426049_OA1,,0,0,0,0,0,R,5-Dec-23,PACIFIC_COD_JJ202101202_426049_OA1.0,NIR_JJ202101202
426050,56,0.0013,38,7/15/21,55.15997,-162.0929,King Cove,0,0,0,2,JJ202101202_426050_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426050_OA1_rescan1.0,NIR_JJ202101202_rescan1
426050,56,0.0013,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426050_OA1,dried tissue,0,5,0,0,0,R,5-Dec-23,PACIFIC_COD_JJ202101202_426050_OA1.0,NIR_JJ202101202
426051,46,0.001,38,7/15/21,55.15997,-162.0929,King Cove,0,0,0,2,JJ202101202_426051_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426051_OA1_rescan1.0,NIR_JJ202101202_rescan1
426051,46,0.001,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426051_OA1,dried tissue,0,5,0,0,0,R,5-Dec-23,PACIFIC_COD_JJ202101202_426051_OA1.0,NIR_JJ202101202
426054,64,0.0021,38,7/15/21,55.15997,-162.0929,King Cove,0,0,0,2,JJ202101202_426054_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426054_OA1_rescan1.0,NIR_JJ202101202_rescan1
426054,64,0.0021,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426054_OA1,dried tissue,0,15,0,0,0,L,5-Dec-23,PACIFIC_COD_JJ202101202_426054_OA1.0,NIR_JJ202101202
426055,48,0.0011,38,7/15/21,55.15997,-162.0929,King Cove,0,0,0,2,JJ202101202_426055_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426055_OA1_rescan1.0,NIR_JJ202101202_rescan1
426055,48,0.0011,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426055_OA1,dried tissue,0,50,0,0,0,R,5-Dec-23,PACIFIC_COD_JJ202101202_426055_OA1.0,NIR_JJ202101202
426056,55,0.0015,38,7/15/21,55.15997,-162.0929,King Cove,0,0,0,2,JJ202101202_426056_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426056_OA1_rescan1.0,NIR_JJ202101202_rescan1
426056,55,0.0015,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426056_OA1,dried tissue,0,15,0,0,0,L,5-Dec-23,PACIFIC_COD_JJ202101202_426056_OA1.0,NIR_JJ202101202
426057,48,0.001,38,7/15/21,55.15997,-162.0929,King Cove,0,0,0,2,JJ202101202_426057_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426057_OA1_rescan1.0,NIR_JJ202101202_rescan1
426057,48,0.001,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426057_OA1,dried tissue,0,5,0,0,0,R,5-Dec-23,PACIFIC_COD_JJ202101202_426057_OA1.0,NIR_JJ202101202
426059,50,0.0012,38,7/15/21,55.15997,-162.0929,King Cove,0,0,0,2,JJ202101202_426059_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426059_OA1_rescan1.0,NIR_JJ202101202_rescan1
426059,50,0.0012,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426059_OA1,dried tissue,0,5,0,0,0,L,5-Dec-23,PACIFIC_COD_JJ202101202_426059_OA1.0,NIR_JJ202101202
426060,42,0.0007,38,7/15/21,55.15997,-162.0929,King Cove,0,0,0,2,JJ202101202_426060_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426060_OA1_rescan1.0,NIR_JJ202101202_rescan1
426060,42,0.0007,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426060_OA1,dried tissue,0,2,0,0,0,R,5-Dec-23,PACIFIC_COD_JJ202101202_426060_OA1.0,NIR_JJ202101202
426061,36,0.0004,38,7/15/21,55.15997,-162.0929,King Cove,0,0,0,2,JJ202101202_426061_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426061_OA1_rescan1.0,NIR_JJ202101202_rescan1
426061,36,0.0004,38,7/15/21,55.15997,-162.0929,King Cove,,,,1,JJ202101202_426061_OA1,dried tissue,0,20,0,0,0,L,5-Dec-23,PACIFIC_COD_JJ202101202_426061_OA1.0,NIR_JJ202101202
426062,48,0.001,39,7/16/21,55.58503,-161.2862,Canoe Bay,0,0,0,2,JJ202101202_426062_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426062_OA1_rescan1.0,NIR_JJ202101202_rescan1
426062,48,0.001,39,7/16/21,55.58503,-161.2862,Canoe Bay,,,,1,JJ202101202_426062_OA1,dried tissue,0,80,0,0,0,R,5-Dec-23,PACIFIC_COD_JJ202101202_426062_OA1.0,NIR_JJ202101202
426063,45,0.0007,39,7/16/21,55.58503,-161.2862,Canoe Bay,0,0,0,2,JJ202101202_426063_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426063_OA1_rescan1.0,NIR_JJ202101202_rescan1
426063,45,0.0007,39,7/16/21,55.58503,-161.2862,Canoe Bay,,,,1,JJ202101202_426063_OA1,dried tissue,0,75,0,0,0,L,5-Dec-23,PACIFIC_COD_JJ202101202_426063_OA1.0,NIR_JJ202101202
426064,44,0.0007,39,7/16/21,55.58503,-161.2862,Canoe Bay,0,0,0,2,JJ202101202_426064_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426064_OA1_rescan1.0,NIR_JJ202101202_rescan1
426064,44,0.0007,39,7/16/21,55.58503,-161.2862,Canoe Bay,,,,1,JJ202101202_426064_OA1,,0,74,0,0,0,R,5-Dec-23,PACIFIC_COD_JJ202101202_426064_OA1.0,NIR_JJ202101202
426065,39,0.0008,39,7/16/21,55.58503,-161.2862,Canoe Bay,0,0,0,2,JJ202101202_426065_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_426065_OA1_rescan1.0,NIR_JJ202101202_rescan1
